track_id,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts
3122686,8,25,18,1,0
7890756,124,25,7827,1,0
2775772,27,27,29,1,1
2098417,7,29,51,1,29
2786767,7,30,13,1,1
5848183,8,30,13,1,1
6744187,3,31,2,1,0
4562499,129,31,212,1,41
4487095,36,32,31,1,26
8174616,15,33,6,1,0
2969049,44,34,25,1,171
2011518,101,34,70,1,2
8272175,4,35,11,1,1
5283123,25,36,25,1,0
1967014,56,38,1891,1,
3380441,109,38,301,1,33
7349725,15,40,21,1,15
3333614,142,40,5451,1,953
5701355,29,40,31,1,1
4627428,48,40,87,1,210
8704695,105,41,114,1,59
6348243,16,41,13,1,1
6364406,10,43,3,1,0
2865125,57,44,183,1,11
6470158,13,46,20,1,10
1486311,78,46,2515,1,0
6181977,107,47,584,1,
5106082,65,48,138,1,102
5402623,5,48,2,1,9
6719600,50,49,30,1,2
1660982,453,50,1785,1,8
1828042,171,51,187,1,21
8943060,21,52,6,1,0
2670198,81,53,3271,1,17
1168222,43,53,134,1,32
6766942,247,54,5567,1,51
6554843,259,55,461,1,
1488746,12,57,47,1,33
4446199,77,58,247,1,311
6609930,17,60,28,1,44
6271365,8,60,4,1,109
4944285,33,60,107,1,0
4794318,27,64,66,1,4
8502696,300,65,1003,1,0
6321372,78,65,328,1,198
5152397,52,66,55,1,16
2635416,272,67,1066,1,19
8897005,112,68,266,1,39
8251078,24,71,44,1,195
8513259,4,71,16,1,9
2352439,117,72,107,1,7
6429519,135,74,119,1,18
8209238,7,76,3,1,93
3386819,103,76,100,1,1
5409588,107,76,86,1,9
2084763,8,77,2,1,1
4363557,14,77,15,1,2
8171349,8,78,4,1,1
2285737,141,78,6591,1,0
2770990,67,79,57,1,615
8465611,3,79,21,1,54
7750995,30,80,588,1,1
6556428,25,81,61,1,44
3766692,119,81,974,1,503
1630789,70,82,939,1,162
5370460,233,82,531,1,1
5836808,11,84,6,1,30
5088165,8,84,5,1,4
5239763,30,84,88,1,28
5898111,94,85,68,1,84
6320673,45,85,238,1,47
6230777,87,86,74,1,16
8895699,166,87,1056,1,
2121928,24,90,30,1,176
4242212,321,91,4607,1,58
2664577,133,92,2733,1,26
7256696,187,99,4623,1,0
4495422,41,100,59,1,32
4343383,10,100,15,1,27
6720570,35,102,8,1,117
3569943,35,104,93,1,0
5243367,49,105,63,1,0
4918126,235,106,5221,1,35
3252628,52,107,15,1,325
6387600,151,107,801,1,105
6775509,133,109,182,1,10
5145584,123,113,180,1,4
3347693,45,115,218,1,221
1717593,19,117,8,1,74
7529779,73,119,42,1,150
2122853,57,119,77,1,13
3007244,81,121,58,1,34
2437608,26,124,15,1,22
6644972,18,124,24,1,0
5279142,28,125,11,1,51
2808274,71,135,50,1,294
3780370,217,136,6508,1,
4367298,281,137,2445,1,140
4311407,58,156,42,1,236
7405938,315,160,6284,1,46
1024668,112,198,406,1,0
4552573,63,0,6808,2,0
4579313,41,0,158,2,68
2068804,20,1,71,2,0
1589586,5,2,30,2,66
8090551,37,2,38,2,0
2162220,9,6,25,2,72
8756692,33,7,53,2,0
8001796,20,8,30,2,0
1367281,8,8,8,2,0
8238387,63,8,270,2,105
7654973,14,12,12,2,28
1193878,6,14,8,2,4
5495832,39,14,48,2,3
4823840,8,14,12,2,33
2733163,30,15,34,2,47
8246992,32,18,39,2,0
5526636,54,32,66,2,0
1218742,39,35,22,2,0
3605651,201,44,6551,2,0
6619922,4,45,11,2,24
2939499,20,49,23,2,2
6845168,8,57,76,2,49
4096612,229,57,1370,2,71
7230461,4,64,4,2,37
8213022,119,66,1145,2,
7204092,26,69,73,2,6
5999455,54,70,1089,2,1
1078549,7,71,4,2,13
8483246,246,71,519,2,5
4662762,27,77,22,2,0
7158907,15,79,4,2,0
1442233,6,84,10,2,9
1710471,15,92,21,2,26
6801500,32,93,8,2,5
4826716,221,96,1078,2,136
1323431,61,96,790,2,116
1406287,24,98,582,2,73
1512850,306,99,5063,2,120
8091023,8,104,23,2,29
3225408,2,106,4,2,184
6776344,13,110,8,2,60
4152167,308,118,4534,2,77
2540650,17,119,19,2,266
7166872,20,119,12,2,7
3921634,154,123,410,2,81
2237089,195,125,6280,2,78
7083603,69,145,69,2,478
7368008,114,172,284,2,
1832626,117,1,676,3,0
5031236,53,7,56,3,1
4141537,11,15,14,3,1
5405010,108,16,197,3,165
3875589,16,19,21,3,4
1696728,19,23,24,3,88
4257818,142,23,127,3,16
7921549,66,26,277,3,734
4214662,17,29,26,3,208
2434062,109,42,158,3,31
2468227,39,50,57,3,1
2339996,21,55,32,3,0
3341212,38,64,37,3,36
1956320,116,69,107,3,675
6794169,10,72,8,3,14
2020928,391,73,633,3,37
6891911,532,77,1535,3,8
3670203,42,80,58,3,169
7792660,79,80,250,3,10
4335470,14,88,66,3,72
5624903,65,88,434,3,13
2619841,56,91,59,3,486
5142009,240,98,468,3,10
3595953,10,107,6,3,62
2767209,177,109,305,3,5
3739768,8,116,4,3,2
4458161,24,122,282,3,368
1216337,89,143,1632,3,200
7080917,228,151,6720,3,99
6523480,336,188,2692,3,30
8555295,156,275,150,3,128
8292846,9,1,12,4,3
1346774,165,10,177,4,73
4847849,12,16,18,4,93
1849027,27,17,73,4,167
5478299,41,22,56,4,84
1743307,51,29,63,4,54
1910640,118,34,150,4,19
5346382,202,50,463,4,
7783887,45,69,52,4,3
8580552,65,82,3425,4,13
3365981,120,86,164,4,0
8365464,20,106,25,4,78
4796316,94,111,151,4,82
2685773,106,112,142,4,215
3827571,372,117,843,4,69
5615333,265,121,12367,4,160
6452995,11,163,10,4,0
4928987,8,166,4,4,34
4527090,196,2,4053,5,0
1207987,4,14,12,5,56
1183111,29,26,43,5,44
8471078,34,26,37,5,1
4421880,77,31,85,5,28
8262356,25,59,32,5,88
6044216,19,59,18,5,52
1054764,29,65,34,5,3
6286315,47,66,45,5,6
6316146,146,72,6807,5,80
1663974,98,76,3889,5,0
5560446,28,89,29,5,82
2394886,49,98,2394,5,204
2838411,151,102,175,5,29
4350729,88,112,2163,5,519
8123858,12,117,9,5,3
7510507,16,149,10,5,168
7016313,37,202,21,5,168
7451979,34,0,5108,6,0
1397395,15,26,30,6,0
2698226,6,40,6,6,202
3252166,231,52,612,6,
1035366,72,64,64,6,3
6133453,20,64,35,6,0
1621586,34,65,43,6,2
8990379,61,65,53,6,0
6721865,188,75,268,6,16
3329363,81,93,507,6,4
7624098,34,115,39,6,216
2143818,537,122,2726,6,
3451143,137,125,435,6,285
7143216,19,143,10,6,15
5074676,368,155,2854,6,121
7070604,16,159,15,6,100
2969661,533,167,3595,6,
2013796,91,212,78,6,0
4299313,33,0,6808,7,0
2023447,88,24,101,7,451
4801316,22,33,34,7,184
6879361,83,58,128,7,0
2153574,27,84,32,7,11
6990936,162,116,355,7,0
4031115,27,129,21,7,111
4890651,69,12,38,8,64
7948655,20,46,21,8,99
7402588,28,57,43,8,85
7264781,40,58,47,8,203
4890110,105,64,169,8,529
6778924,45,80,53,8,4
3739389,321,162,5691,8,17
2869874,20,185,13,8,197
3126367,233,0,4095,9,0
6643902,104,17,76,9,2
4832204,81,27,66,9,444
7860258,185,40,492,9,35
2052397,183,64,964,9,75
2031309,328,70,1378,9,20
3132809,17,80,22,9,38
8693885,93,95,84,9,202
2708944,19,108,24,9,212
8110201,21,110,21,9,71
1459555,74,113,85,9,2
1549051,161,115,246,9,638
8346039,242,142,165,9,310
3574464,189,166,525,9,25
2987008,51,43,38,10,1
8760891,44,64,57,10,110
4945945,14,71,23,10,176
1443757,47,77,53,10,8
4181228,250,121,2969,10,31
4082370,43,263,45,10,826
3284752,49,1,67,11,1
1904497,69,2,51,11,0
2226206,93,12,173,11,3
6136667,37,50,79,11,31
7412049,80,75,110,11,323
1899106,63,79,89,11,16
7325433,179,97,3394,11,153
6966778,114,104,147,11,20
7107144,145,111,213,11,810
7757967,17,152,32,11,139
5563881,60,210,48,11,953
3923724,47,3,42,12,6
5085460,43,19,73,12,0
4130067,102,53,113,12,0
5300224,47,60,87,12,124
3869741,437,115,1212,12,
3276282,82,121,182,12,171
5025330,183,162,161,12,187
1197669,41,205,54,12,251
2362023,116,207,125,12,548
2817956,27,0,28,13,0
4727736,105,2,73,13,1
7298940,43,36,46,13,4
5937798,124,66,212,13,1
7366228,25,89,30,13,194
3923468,59,100,58,13,2
5586506,49,110,66,13,339
7384134,71,113,99,13,28
1892693,34,222,43,13,418
2468710,74,0,262,14,
8121763,222,61,259,14,2
4431554,94,65,164,14,176
2415106,47,74,80,14,194
1726395,154,84,102,14,37
6456333,43,100,54,14,187
4576591,35,109,41,14,211
6247887,48,126,58,14,382
6322459,124,133,139,14,166
5420196,74,182,87,14,1093
6974739,94,207,91,14,949
1912112,94,21,80,15,38
5663428,163,32,137,15,12
5757514,180,90,422,15,55
1203746,344,97,945,15,
3894522,139,111,161,15,210
4386478,84,133,87,15,425
5380546,65,7,70,16,6
2135563,166,42,199,16,58
3301347,38,45,36,16,0
4334346,155,72,131,16,29
6107898,67,84,46,16,117
5168392,82,145,65,16,1133
3461847,0,0,109,17,0
2480109,98,108,327,17,153
6416915,238,122,557,17,58
5031502,67,213,88,17,946
6389379,170,12,575,18,
3183051,70,58,109,18,230
1774478,234,71,543,18,
3608552,116,84,114,18,348
5667205,74,102,145,18,925
0:00,190,104,147,18,63
3464535,115,123,184,18,354
5555264,156,35,110,19,0
2391919,250,122,3394,19,
8641758,69,100,154,20,438
4365318,252,109,965,20,
2553984,672,199,3421,20,
7173596,242,49,272,21,24
1519987,122,88,580,21,10
6363032,107,44,750,22,
7732446,258,87,657,22,9
7159285,150,148,2703,22,1451
2927588,113,149,245,23,27
5675634,148,80,226,24,0
5374189,80,156,182,24,1281
1404326,80,227,95,24,1173
1936158,215,88,330,26,23
2302386,216,108,331,26,154
3331159,104,120,141,26,49
8788368,386,144,707,28,
4669801,119,108,254,29,22
2023156,492,99,798,31,0
4467778,241,127,458,37,332
8797570,384,135,1034,37,312
5310138,0,0,143,38,0
3448376,202,119,318,38,96
5165382,291,184,537,45,727
3197174,403,198,863,46,
7662572,300,215,745,58,1021
